"year","unit_id","county_cn","co2_million_tons","gdp_100m_yuan","primary_industry_100m_yuan","secondary_industry_100m_yuan","tertiary_industry_100m_yuan","industry_100m_yuan","construction_100m_yuan","resident_population_10k","urban_population_10k","rural_population_10k","fixed_asset_investment_100m_yuan","real_estate_development_100m_yuan","budget_revenue_10k_yuan","vat_10k_yuan","enterprise_income_tax_10k_yuan","individual_income_tax_10k_yuan","budget_expenditure_10k_yuan","general_public_service_exp_10k_yuan","education_exp_10k_yuan","science_technology_exp_10k_yuan","agri_forestry_water_exp_10k_yuan","retail_sales_100m_yuan","fixed_asset_investment_growth_pct","real_estate_development_growth_pct","industrial_va_growth_pct","light_industry_growth_pct","heavy_industry_growth_pct","retail_sales_growth_pct","per_capita_gdp_yuan","urbanization_rate_pct","co2_ton_per_10000_yuan","secondary_industry_share","tertiary_industry_share","industry_share","budget_revenue_gdp_ratio","budget_expenditure_gdp_ratio","co2_per_capita_ton","retail_per_capita_yuan"
"2021","350822","永定县","2.37905456257222","312.1","37.47","122.7","151.93","66.43","56.27","32.2","16.97","15.23","163.64","10.03","109989","30461","15852","4336","280843","25713","90207","1481","40728","141.8","10.8","28","9.5","17.9","6.8","13.3","96925.4658385093","52.7018633540373","0.762273169680301","0.393143223325857","0.48679910285165","0.212848446010894","0.0352415892342198","0.0899849407241269","7.38836820674602","44037.2670807453"
"2013","350823","上杭县","1.51916043832658","202.28","27.62","114.82","88.15","26.67","59.84","37.1","15.3","21.8","134.63","131.38",,,,,,,,,,"487624","14.8","16.9",,,,"11.2","54522.9110512129","41.2398921832884","0.751018607043","0.567629029068618","0.435782084239668","0.13184694482895",,,"4.09477207096113","131435040.431267"
"2014","350823","上杭县","1.87495844120599","226.7","28.57","130.01","68.12","99.61","30.4","37","15.58","21.42","167.92","163.17",,,,,,,,,,"587100","24.7","24.2",,,,"20.4","61270.2702702703","42.1081081081081","0.827065920249665","0.57348919276577","0.300485222761359","0.439391265990296",,,"5.06745524650268","158675675.675676"
"2015","350823","上杭县","1.72039126477227","251.92","31.62","142.23","78.06","109.29","32.94","37.2","16.3","20.9","215.96","209.66","207902","10685","19130","40596","411870","30011","90208","7965","84956","759440","28.6","28.5","40.13","3.56","36.57","20.9","67720.4301075269","43.8172043010753","0.68291174371716","0.564583994919022","0.309860273102572","0.43382819942839","0.082526992696094","0.163492378532868","4.62470770100072","204150537.634409"
"2016","350823","上杭县","1.86834387691895","276.33","35.54","151.52","89.27","116.41","35.1","37.4","17.13","20.27","257.31","253.69","229305","23280","8165","23238","435973","35546","95497","8482","66417","856934","17.8","19.6",,,,"15.8","73885.0267379679","45.8021390374332","0.676127773647071","0.548329895414903","0.32305576665581","0.421271667933268","0.0829823037672348","0.157772590742952","4.99557186341965","229126737.967914"
"2017","350823","上杭县","2.0038533401015","316.8","41.82","147.6","127.39","108.14","39.46","37.5","18.11","19.39","312.15","307.46","251308","44746","406","15597","474009","38984","89162","8687","61788","855656","21.3","21.2","9.6","1.7","10.1","-0.8","84480","48.2933333333333","0.632529463415878","0.465909090909091","0.402114898989899","0.34135101010101","0.0793270202020202","0.149624053030303","5.34360890693733","228174933.333333"
"2018","350823","上杭县","1.96173558523875","354.45","43.85","167.05","143.55","121.55","45.49","37.5","18.38","19.12",,,"262577","52779","7","26407","457973","37232","96988","23975","67870","936593",,,"10.3","-21.8","11.2","9.5","94520","49.0133333333333","0.553459045066653","0.47129355339258","0.404993652137114","0.342925659472422","0.0740801241359853","0.129206658202849","5.23129489397","249758133.333333"
"2019","350823","上杭县","2.0692940930703","402.46","55.2","171.7","175.56","94.73","76.97","37.4","18.4","19",,,"273774","51625","35152","7226","503896","40061","97185","41478","72066","1619807",,,"10.9","-11.6","11.6","9.4","107609.625668449","49.1978609625668","0.514161430470183","0.426626248571287","0.436217263827461","0.235377428812801","0.0680251453560602","0.125203995428117","5.53287190660508","433103475.935829"
"2020","350823","上杭县","2.192611389309","431.87","60.46","179.38","192.02","98.44","80.94","37.6","19.35","18.25",,,"282121","55483","30097","8886","513188","45537","105964","41067","70593","1527573",,,"7.3","-28.1","8.4","-5.7","114859.042553191","51.4627659574468","0.507701713318591","0.415356473012712","0.444624539792067","0.2279389631139","0.0653254451571075","0.118829277328826","5.83141326943883","406269414.893617"
"2021","350823","上杭县","2.34867634509532","466.36","55.66","189.75","220.95","108.44","81.3","37.7","19.5","18.2","175.02","23.41","303409","83137","30420","9695","575127","51164","124119","40377","67510","165.86","7","0","16.2","-10.5","16.8","8.6","123702.917771883","51.7241379310345","0.503618737690908","0.406874517540098","0.473775623981473","0.232524230208423","0.0650589673213826","0.123322540526632","6.22991072969581","43994.6949602122"
"2013","350824","武平县","1.51764836878781","120.63","27.05","50.7","36.17","14.53","42.88","27.5","11.5","16","143.69","131.18",,,,,,,,,,"353496","45.9","49.4",,,,"12.6","43865.4545454545","41.8181818181818","1.25810193881108","0.420293459338473","0.299842493575396","0.120450965763077",,,"5.51872134104658","128544000"
"2014","350824","武平县","1.64736923862632","134.61","29.17","57.9","47.54","41.44","16.46","27.4","12.08","15.32","179.99","166.54",,,,,,,,,,"420661","25.3","27",,,,"19","49127.7372262774","44.0875912408759","1.22380895819502","0.430131490973925","0.353168412450784","0.307852314092564",,,"6.01229649133693","153525912.408759"
"2015","350824","武平县","1.65264908066925","146.65","31.32","61.89","53.45","43.97","17.92","27.6","12.6","15","226.82","217.83","73201","5681","11984","7163","258790","16314","54407","16025","63777","551754","26","30.8","38.2","13.32","24.88","23.1","53134.0579710145","45.6521739130435","1.12693425207586","0.422025230139789","0.364473235594954","0.299829526082509","0.0499154449369247","0.176467780429594","5.98785898793206","199910869.565217"
"2016","350824","武平县","1.29874301211163","161.66","35.03","66.15","60.48","46.83","19.33","27.7","13.13","14.57","259.32","250.6","73389","12760","6263","6269","302287","23989","59552","18506","54501","665293","13.6","14.2",,,,"19.1","58361.0108303249","47.4007220216606","0.803379322102951","0.409192131634294","0.374118520351355","0.289682048744278","0.0453971297785476","0.186989360385995","4.68860293181094","240177978.33935"
"2017","350824","武平县","1.40221660150085","181.29","29.37","72.72","79.2","51.31","21.41","27.7","13.43","14.27","280.77","272.54","79817","20520","194","7670","354123","22900","67392","18639","76550","757833","8.3","8.8","8.9","10.3","8.3","12.3","65447.6534296029","48.4837545126354","0.773466049699846","0.401125268906172","0.436869104749297","0.283027193998566","0.0440272491588063","0.195335098461029","5.06215379603195","273585920.577617"
"2018","350824","武平县","1.46027358144277","202.35","31.97","81.9","88.48","57.3","24.61","27.7","13.6","14.1",,,"89764","24588","382","10841","351499","34700","70727","20763","76127","865272",,,"9.4","8.5","9.9","14.2","73050.5415162455","49.0974729241877","0.721657317243771","0.404744255003706","0.437262169508278","0.283172720533729","0.0443607610575735","0.173708425994564","5.27174578138184","312372563.176895"
"2019","350824","武平县","1.66895011014582","255.49","37.08","110.75","107.66","71.32","39.43","27.6","14.13","13.47",,,"96033","23077","11858","1980","329565","32455","71530","17264","70689","1380257",,,"9.3","6.8","10.5","13.8","92568.8405797101","51.195652173913","0.653235003384015","0.433480762456456","0.421386355630357","0.279149868879408","0.0375877725155583","0.128993306978747","6.04692068893413","500093115.942029"
"2020","350824","武平县","1.63049910592393","273.38","41.01","114.47","117.89","72.67","41.8","27.8","14.79","13.01",,,"101397","22161","13367","2062","339690","29270","75886","6308","71015","1390012",,,"4.4","13.9","-0.2","0.7","98338.1294964029","53.2014388489209","0.596422234956445","0.418721193942498","0.431231253200673","0.265820469675909","0.0370901309532519","0.124255614895018","5.86510469756809","500004316.546763"
"2021","350824","武平县","1.7270179213238","286.76","39.54","116.84","130.38","71.65","45.18","27.8","14.9","12.9","98.06","11.48","105038","28398","11535","2258","275521","29214","63398","7157","41503","149.89","17.3","39.9","4.6","-24.2","18.2","7.8","103151.079136691","53.5971223021583","0.602252030033408","0.40744873762031","0.454665922722834","0.249860510531455","0.0366292369926071","0.0960806946575534","6.21229468102086","53917.2661870504"
"2013","350825","连城县","1.59272167785354","123.27","25.41","55.04","46.97","8.07","42.82","24.5","10.1","14.4","129.76","121.07",,,,,,,,,,"463960","36.1","37.1",,,,"14.2","50314.2857142857","41.2244897959184","1.29205944500165","0.446499553824937","0.381033503691085","0.0654660501338525",,,"6.50090480756547","189371428.571429"
"2014","350825","连城县","1.74244145553193","137.79","27.93","62","47.86","52.88","9.12","24.4","10.27","14.13","159.67","148.74",,,,,,,,,,"554433","23.1","22.9",,,,"19.5","56471.3114754098","42.0901639344262","1.26456307100075","0.44996008418608","0.347340155308803","0.38377240728645",,,"7.1411535062784","227226639.344262"
"2015","350825","连城县","1.76966404650705","148.86","28.97","64.93","54.96","54.98","9.95","24.6","10.5","14.1","200.81","190.36","38799","3795","7658","4590","231803","15646","53316","3268","48698","501360","25.8","28","31.19","18.32","12.88","12.2","60512.1951219512","42.6829268292683","1.18881099456338","0.436181647185275","0.369205965336558","0.369340319763536","0.0260640870616687","0.155718796184334","7.19375628661402","203804878.04878"
"2016","350825","连城县","1.60602313533394","162.21","31.44","68.48","62.29","57.81","10.67","24.7","10.67","14.03","220.08","205.8","43127","8734","3875","4677","247926","17098","60194","6361","52850","535203","9.6","8.1",,,,"7.3","65672.0647773279","43.1983805668016","0.990088857243043","0.422168793539239","0.38400838419333","0.356389864989828","0.0265871401269959","0.152842611429628","6.50211795681757","216681376.518219"
"2017","350825","连城县","1.81384878524536","183.36","31.17","75.82","76.36","63.88","11.94","24.7","11.76","12.94","263.09","251.38","47794","14535","29","5603","258712","19469","56169","3202","51325","603301","19.5","22.1","9.5","8.9","10.8","13.9","74234.8178137652","47.6113360323887","0.989228176944459","0.413503490401396","0.416448516579407","0.348385689354276","0.0260656631762653","0.141095113438045","7.3435173491715","244251417.004049"
"2018","350825","连城县","1.94643248640048","203.96","33.3","85.5","85.15","71.75","13.75","24.7","11.95","12.75",,,"59012","18531","55","8857","259632","23767","64960","4282","49959","694341",,,"10.2","4.9","18.3","15.1","82574.8987854251","48.3805668016194","0.954320693469543","0.419199843106491","0.417483820356933","0.351784663659541","0.0289331241419886","0.127295548146695","7.88029346720842","281109716.59919"
"2019","350825","连城县","1.96280446222053","258.66","37.85","118.03","102.78","82.76","35.27","24.6","11.96","12.64",,,"65285","19414","7399","1996","296182","27008","65168","3843","67218","1219900",,,"11.2","9.4","13.2","12","105146.341463415","48.6178861788618","0.758835715696486","0.456313307043996","0.397355601948504","0.319956699914946","0.0252396968994046","0.114506301708807","7.97887992772573","495894308.943089"
"2020","350825","连城县","2.23290754780593","276.55","40.77","123.03","112.74","85.67","37.36","25.1","12.48","12.62",,,"70153","16727","5951","3400","308047","27985","68611","9240","66803","1214131",,,"6.6","6","7.4","-0.5","110179.282868526","49.7211155378486","0.807415493692255","0.444874344603146","0.407665883203761","0.309781233050081","0.0253672030374254","0.111389260531549","8.89604600719494","483717529.880478"
"2021","350825","连城县","2.36124683435468","294.35","40.11","126.03","128.22","80.38","45.64","25.1","12.88","12.22","117.89","5.68","79146","17794","6842","2537","269498","31239","71210","8646","28515","135.81","6.7","-65.4","7","4","9.9","11.9","117270.916334661","51.3147410358566","0.802190193427783","0.428163750636997","0.435603872940377","0.2730762697469","0.0268883981654493","0.0915569899779174","9.40735790579554","54107.5697211155"
"2013","350881","漳平市","1.5269468219696","154.78","22.93","69.79","53.71","16.08","62.06","24","12.5","11.5","122.42","117.57",,,,,,,,,,"443521","20.3","22.1",,,,"10","64491.6666666667","52.0833333333333","0.986527214090709","0.45089804884352","0.347008657449283","0.103889391394237",,,"6.36227842487333","184800416.666667"
"2014","350881","漳平市","1.7932653614549","172.07","24.56","78.67","68.84","60.55","18.11","23.9","12.69","11.21","143.91","133.27",,,,,,,,,,"503396","17.6","13.4",,,,"13.5","71995.8158995816","53.0962343096234","1.04217200061306","0.457197652118324","0.400069739059685","0.351891671993956",,,"7.50320234918368","210625941.422594"
"2015","350881","漳平市","1.41909230007493","186.19","25.37","83.49","77.33","63.91","19.58","24.1","12.9","11.2","173.71","167.6","63826","8032","10909","8080","197817","22507","44005","3146","39475","525292","20.7","25.8","33.67","11.58","22.09","12.1","77257.2614107884","53.5269709543568","0.762174284373452","0.448412911541973","0.415328427949944","0.343251517267308","0.0342800365218325","0.106244696277996","5.88834979284203","217963485.477178"
"2016","350881","漳平市","1.22895704518915","203.76","27.85","87.78","88.12","67.23","20.54","24.2","13.12","11.08","216.4","208.4","62044","13999","5392","5382","210216","19623","45885","3650","40185","655690","15.8","15.3",,,,"14.1","84198.347107438","54.2148760330578","0.603139499994675","0.430800942285041","0.432469572045544","0.329946996466431","0.0304495484884177","0.103168433451119","5.07833489747583","270946280.991736"
"2017","350881","漳平市","1.80866225240772","231.02","29.73","93.66","107.62","70.77","22.9","24.2","13.21","10.99","253.88","246","68075","23278","28","6006","239271","21960","50131","5418","49958","706414","17.3","18","9.3","10","8.9","13.6","95462.8099173554","54.5867768595041","0.782902888238126","0.405419444203965","0.465847112804086","0.306337113669812","0.0294671457016709","0.103571552246559","7.47381096036248","291906611.570248"
"2018","350881","漳平市","1.58200193418878","255.74","31.88","105.17","118.68","78.98","26.19","24.2","13.58","10.62",,,"82537","27966","-9","7443","224536","24207","55918","3707","46496","789102",,,"9.4","7.1","10.7","11.7","105677.685950413","56.1157024793389","0.618597768901533","0.411237976069446","0.46406506608274","0.308829279737233","0.0322737936967232","0.0877985453976695","6.53719807516025","326075206.61157"
"2019","350881","漳平市","1.70856329958269","259.05","35.22","113.36","110.47","80.75","32.61","24.1","13.54","10.56",,,"90804","32719","10148","2144","246869","26462","61556","5506","40750","1040156",,,"7.7","5.7","9","7.4","107489.626556017","56.1825726141079","0.65954962346369","0.437598919127582","0.426442771665702","0.311715884964293","0.0350526925303995","0.0952978189538699","7.08947427212734","431600000"
"2020","350881","漳平市","1.80596863406676","274.7","37.18","117.65","119.86","83.14","34.51","25.4","14.78","10.62",,,"97393","33811","10388","2305","260477","24606","61645","6555","49141","1038156",,,"6.1","4","7.4","-0.2","108149.606299213","58.1889763779528","0.657433066642432","0.428285402257008","0.436330542409902","0.302657444484893","0.0354543137968693","0.0948223516563524","7.1101127325463","408722834.645669"
